0.001,-1.426857142857142,0.001,-0.869142175780418,0.001,-0.33106831750929944,0.001,0.00099999750372944,0.001,0.0009999999996880675
0.002,-1.4251428571428564,0.002,-0.8691282723542985,0.002,-0.33106826652695454,0.002,0.0019999800593441955,0.002,0.0019999999950101603
0.003,-1.4234285714285706,0.003,-0.869105199055437,0.003,-0.3310681288363152,0.003,0.002999932798785195,0.003,0.002999999974763803
0.004,-1.4217142857142848,0.004,-0.8690730357873668,0.004,-0.33106786206581096,0.004,0.0039998409391425365,0.004,0.003999999920319721
0.005,-1.419999999999999,0.005,-0.8690318614503176,0.005,-0.3310674245075081,0.005,0.004999689780290861,0.005,0.0049999998056628895
0.006,-1.4182857142857135,0.006,-0.8689817539585591,0.006,-0.33106677510761434,0.006,0.005999464702568099,0.006,0.005999999597426413
0.007,-1.4165714285714277,0.007,-0.8689227902569581,0.007,-0.3310658734577241,0.007,0.006999151164487388,0.007,0.006999999254930227
0.008,-1.414857142857142,0.008,-0.8688550463371792,0.008,-0.33106467978616166,0.008,0.007998734700494321,0.008,0.007999998730218727
0.009000000000000001,-1.4131428571428564,0.009000000000000001,-0.8687785972535375,0.009000000000000001,-0.3310631549494033,0.009000000000000001,0.008998200918747687,0.009000000000000001,0.008999997968097419
0.010000000000000002,-1.4114285714285706,0.010000000000000002,-0.868693517138521,0.010000000000000002,-0.3310612604235382,0.010000000000000002,0.00999753549894449,0.010000000000000002,0.009999996906168597
0.011,-1.4097142857142848,0.011,-0.868599879217986,0.011,-0.3310589582958407,0.011,0.010996724190166696,0.011,0.010999995474870393
0.012,-1.407999999999999,0.012,-0.8684977558260287,0.012,-0.3310562112564312,0.012,0.011995752808763097,0.012,0.011999993597513244
0.013000000000000001,-1.4062857142857135,0.013000000000000001,-0.8683872184195467,0.013000000000000001,-0.3310529825900228,0.013000000000000001,0.012994607236254951,0.013000000000000001,0.012999991190315807
0.014000000000000002,-1.4045714285714277,0.014000000000000002,-0.8682683375924962,0.014000000000000002,-0.3310492361677554,0.014000000000000002,0.01399327341726988,0.014000000000000002,0.013999988162441867
0.015,-1.402857142857142,0.015,-0.8681411830898554,0.015,-0.33104493643911603,0.015,0.014991737357494934,0.015,0.014999984416037596
0.016,-1.4011428571428564,0.016,-0.8680058238212988,0.016,-0.3310400484239469,0.016,0.015989985121664538,0.016,0.01599997984626845
0.017,-1.3994285714285706,0.017,-0.8678623278745895,0.017,-0.33103453770454017,0.017,0.016988002831548665,0.017,0.01699997434135305
0.018000000000000002,-1.3977142857142848,0.018000000000000002,-0.8677107625286992,0.018000000000000002,-0.331028370417823,0.018000000000000002,0.01798577666397513,0.018000000000000002,0.017999967782603554
0.019000000000000003,-1.395999999999999,0.019000000000000003,-0.8675511942666618,0.019000000000000003,-0.3310215132476328,0.019000000000000003,0.01898329284886977,0.019000000000000003,0.018999960044458433
0.02,-1.3942857142857135,0.02,-0.8673836887881692,0.02,-0.3310139334170779,0.02,0.019980537667307407,0.02,0.01999995099452197
0.021,-1.3925714285714277,0.021,-0.8672083110219093,0.021,-0.3310055986809828,0.021,0.02097749744957412,0.021,0.020999940493597147
